Customer ID,Monetary,Recency,Frequency,R_score,F_score,M_score,Segment
13394.0,6323.88,2.0,19.0,5,5,5,VIP / Khach hang trung thanh
13395.0,1180.23,185.0,3.0,3,3,3,Khach hang trung binh
13396.0,1325.29,29.0,2.0,4,2,4,Khach hang moi
13397.0,3094.11,73.0,10.0,3,5,5,Khach hang trung binh
13398.0,670.34,192.0,2.0,2,2,3,Khach hang trung binh
13399.0,275.4,464.0,3.0,1,3,2,Khach hang trung binh
13400.0,300.93,583.0,1.0,1,1,2,Da roi bo / Khong con hoat dong
13402.0,1226.85,127.0,4.0,3,3,4,Khach hang trung binh
13403.0,229.5,18.0,3.0,5,3,1,Khach hang trung binh
13404.0,252.49,1.0,2.0,5,2,1,Khach hang moi
13405.0,1196.561,74.0,6.0,3,4,4,Khach hang trung binh
13406.0,557.22,427.0,2.0,1,2,2,Da roi bo / Khong con hoat dong
13407.0,2111.89,579.0,3.0,1,3,4,Khach hang trung binh
13408.0,49315.022,2.0,106.0,5,5,5,VIP / Khach hang trung thanh
13410.0,2172.51,24.0,9.0,4,5,4,VIP / Khach hang trung thanh
13411.0,213.55,107.0,1.0,3,1,1,Khach hang trung binh
13412.0,487.35,620.0,1.0,1,1,2,Da roi bo / Khong con hoat dong
13413.0,345.8,640.0,6.0,1,4,2,Khach hang trung binh
13414.0,2482.24,134.0,6.0,3,4,4,Khach hang trung binh
13415.0,665.42,473.0,4.0,1,3,3,Khach hang trung binh
13416.0,940.8,44.0,3.0,4,3,3,Khach hang trung binh
13417.0,1593.89,5.0,6.0,5,4,4,VIP / Khach hang trung thanh
13418.0,11242.22,12.0,31.0,5,5,5,VIP / Khach hang trung thanh
13419.0,221.06,64.0,1.0,3,1,1,Khach hang trung binh
13420.0,140.35,150.0,2.0,3,2,1,Khach hang trung binh
13421.0,4044.45,40.0,8.0,4,4,5,VIP / Khach hang trung thanh
13422.0,2601.55,64.0,1.0,3,1,4,Khach hang trung binh
13423.0,217.03,429.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
13424.0,557.92,450.0,1.0,1,1,2,Da roi bo / Khong con hoat dong
13425.0,3362.73,108.0,5.0,3,4,5,Khach hang trung binh
13426.0,8076.76,1.0,22.0,5,5,5,VIP / Khach hang trung thanh
13427.0,1006.53,19.0,6.0,5,4,3,Khach hang trung binh
13428.0,478.54,10.0,3.0,5,3,2,Khach hang trung binh
13429.0,1006.8,11.0,4.0,5,3,3,Khach hang trung binh
13430.0,648.6899999999999,19.0,2.0,5,2,3,Khach hang moi
13431.0,3289.24,67.0,8.0,3,4,5,Khach hang trung binh
13432.0,439.1,571.0,2.0,1,2,2,Da roi bo / Khong con hoat dong
13433.0,656.87,501.0,4.0,1,3,3,Khach hang trung binh
13434.0,1666.86,74.0,5.0,3,4,4,Khach hang trung binh
13435.0,4431.93,5.0,9.0,5,5,5,VIP / Khach hang trung thanh
13436.0,196.89,2.0,1.0,5,1,1,Khach hang moi
13437.0,3408.06,14.0,7.0,5,4,5,VIP / Khach hang trung thanh
13438.0,46.5,547.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
13439.0,986.61,255.0,3.0,2,3,3,Khach hang trung binh
13440.0,1213.95,423.0,7.0,1,4,4,"Co nguy co roi bo (tung tot, lau khong quay lai)"
13441.0,720.9,92.0,2.0,3,2,3,Khach hang trung binh
13442.0,419.87,667.0,3.0,1,3,2,Khach hang trung binh
13443.0,1240.71,449.0,6.0,1,4,4,"Co nguy co roi bo (tung tot, lau khong quay lai)"
13444.0,619.08,374.0,2.0,2,2,3,Khach hang trung binh
13445.0,241.9,626.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
13446.0,3608.86,430.0,11.0,1,5,5,"Co nguy co roi bo (tung tot, lau khong quay lai)"
13447.0,1104.23,23.0,3.0,4,3,3,Khach hang trung binh
13448.0,7952.81,17.0,13.0,5,5,5,VIP / Khach hang trung thanh
13449.0,291.88,24.0,1.0,4,1,2,Khach hang moi
13450.0,4117.54,27.0,13.0,4,5,5,VIP / Khach hang trung thanh
13451.0,7019.11,26.0,11.0,4,5,5,VIP / Khach hang trung thanh
13452.0,729.8,259.0,3.0,2,3,3,Khach hang trung binh
13453.0,758.99,166.0,3.0,3,3,3,Khach hang trung binh
13454.0,219.87,641.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
13455.0,2080.88,25.0,6.0,4,4,4,VIP / Khach hang trung thanh
13456.0,1737.8200000000002,18.0,6.0,5,4,4,VIP / Khach hang trung thanh
13457.0,143.27,689.0,2.0,1,2,1,Da roi bo / Khong con hoat dong
13458.0,11850.62,7.0,16.0,5,5,5,VIP / Khach hang trung thanh
13459.0,1160.41,625.0,2.0,1,2,3,Khach hang trung binh
13460.0,183.44,29.0,2.0,4,2,1,Khach hang moi
13461.0,4138.5,39.0,6.0,4,4,5,VIP / Khach hang trung thanh
13462.0,1145.6,253.0,5.0,2,4,3,Khach hang trung binh
13464.0,3083.89,58.0,6.0,4,4,5,VIP / Khach hang trung thanh
13465.0,931.12,446.0,2.0,1,2,3,Khach hang trung binh
13466.0,952.25,184.0,5.0,3,4,3,Khach hang trung binh
13467.0,1071.91,11.0,2.0,5,2,3,Khach hang moi
13468.0,12494.38,2.0,72.0,5,5,5,VIP / Khach hang trung thanh
13469.0,82.4,653.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
13470.0,165.0,99.0,2.0,3,2,1,Khach hang trung binh
13471.0,2501.84,1.0,4.0,5,3,4,Khach hang trung binh
13472.0,592.24,464.0,2.0,1,2,2,Da roi bo / Khong con hoat dong
13473.0,2410.98,61.0,8.0,3,4,4,Khach hang trung binh
13474.0,646.59,236.0,3.0,2,3,3,Khach hang trung binh
13475.0,1431.78,191.0,4.0,2,3,4,Khach hang trung binh
13476.0,1915.77,179.0,5.0,3,4,4,Khach hang trung binh
13477.0,2806.12,38.0,11.0,4,5,4,VIP / Khach hang trung thanh
13478.0,2068.03,469.0,5.0,1,4,4,"Co nguy co roi bo (tung tot, lau khong quay lai)"
13479.0,808.5,201.0,4.0,2,3,3,Khach hang trung binh
13480.0,627.82,417.0,2.0,1,2,3,Khach hang trung binh
13481.0,3803.09,46.0,11.0,4,5,5,VIP / Khach hang trung thanh
13482.0,336.09,232.0,2.0,2,2,2,Da roi bo / Khong con hoat dong
13483.0,140.34,66.0,1.0,3,1,1,Khach hang trung binh
13484.0,767.32,241.0,3.0,2,3,3,Khach hang trung binh
13485.0,2957.92,233.0,11.0,2,5,5,"Co nguy co roi bo (tung tot, lau khong quay lai)"
13486.0,1122.41,78.0,3.0,3,3,3,Khach hang trung binh
13487.0,846.87,58.0,5.0,4,4,3,Khach hang trung binh
13488.0,14131.81,17.0,23.0,5,5,5,VIP / Khach hang trung thanh
13489.0,449.52,105.0,4.0,3,3,2,Khach hang trung binh
13490.0,154.25,654.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
13491.0,4467.66,52.0,27.0,4,5,5,VIP / Khach hang trung thanh
13492.0,1269.84,136.0,3.0,3,3,4,Khach hang trung binh
13493.0,618.63,275.0,2.0,2,2,3,Khach hang trung binh
13494.0,316.26000000000005,312.0,1.0,2,1,2,Da roi bo / Khong con hoat dong
13495.0,4790.41,8.0,10.0,5,5,5,VIP / Khach hang trung thanh
13496.0,617.93,11.0,2.0,5,2,3,Khach hang moi
13497.0,1139.83,283.0,6.0,2,4,3,Khach hang trung binh
13498.0,327.38,730.0,1.0,1,1,2,Da roi bo / Khong con hoat dong
13499.0,1146.96,18.0,5.0,5,4,3,Khach hang trung binh
13500.0,1436.3,23.0,4.0,4,3,4,Khach hang trung binh
13501.0,2840.26,288.0,3.0,2,3,4,Khach hang trung binh
13502.0,774.6,17.0,5.0,5,4,3,Khach hang trung binh
13503.0,1747.39,71.0,6.0,3,4,4,Khach hang trung binh
13504.0,295.93,64.0,1.0,3,1,2,Khach hang trung binh
13505.0,4282.88,73.0,4.0,3,3,5,Khach hang trung binh
13506.0,1308.53,316.0,5.0,2,4,4,"Co nguy co roi bo (tung tot, lau khong quay lai)"
13507.0,2479.16,3.0,4.0,5,3,4,Khach hang trung binh
13508.0,287.05,244.0,2.0,2,2,2,Da roi bo / Khong con hoat dong
13509.0,1114.72,9.0,8.0,5,4,3,Khach hang trung binh
13510.0,4488.39,1.0,11.0,5,5,5,VIP / Khach hang trung thanh
13511.0,244.61,677.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
13512.0,713.39,261.0,4.0,2,3,3,Khach hang trung binh
13513.0,796.99,127.0,3.0,3,3,3,Khach hang trung binh
13514.0,815.9000000000001,74.0,4.0,3,3,3,Khach hang trung binh
13515.0,1265.82,73.0,6.0,3,4,4,Khach hang trung binh
13516.0,1685.26,21.0,4.0,4,3,4,Khach hang trung binh
13517.0,2109.07,60.0,3.0,3,3,4,Khach hang trung binh
13518.0,627.16,86.0,1.0,3,1,3,Khach hang trung binh
13519.0,331.26,78.0,2.0,3,2,2,Khach hang trung binh
13520.0,6377.25,59.0,11.0,4,5,5,VIP / Khach hang trung thanh
13521.0,1071.73,1.0,3.0,5,3,3,Khach hang trung binh
13522.0,125.8,30.0,1.0,4,1,1,Khach hang moi
13523.0,4325.07,33.0,6.0,4,4,5,VIP / Khach hang trung thanh
13524.0,680.1800000000001,41.0,5.0,4,4,3,Khach hang trung binh
13525.0,628.78,15.0,2.0,5,2,3,Khach hang moi
13526.0,942.6,738.0,2.0,1,2,3,Khach hang trung binh
13527.0,4507.59,34.0,12.0,4,5,5,VIP / Khach hang trung thanh
13529.0,307.76,79.0,2.0,3,2,2,Khach hang trung binh
13530.0,402.98,634.0,1.0,1,1,2,Da roi bo / Khong con hoat dong
13531.0,1433.07,205.0,6.0,2,4,4,"Co nguy co roi bo (tung tot, lau khong quay lai)"
13532.0,210.31,34.0,1.0,4,1,1,Khach hang moi
13533.0,269.09,183.0,3.0,3,3,1,Khach hang trung binh
13534.0,7324.5,2.0,35.0,5,5,5,VIP / Khach hang trung thanh
13535.0,89.5,403.0,1.0,2,1,1,Da roi bo / Khong con hoat dong
13536.0,3444.39,1.0,7.0,5,4,5,VIP / Khach hang trung thanh
13537.0,717.85,426.0,2.0,1,2,3,Khach hang trung binh
13538.0,3103.13,43.0,12.0,4,5,5,VIP / Khach hang trung thanh
13539.0,1531.26,86.0,7.0,3,4,4,Khach hang trung binh
13540.0,632.39,467.0,3.0,1,3,3,Khach hang trung binh
13541.0,717.9,427.0,2.0,1,2,3,Khach hang trung binh
13542.0,3924.09,377.0,17.0,2,5,5,"Co nguy co roi bo (tung tot, lau khong quay lai)"
13543.0,1439.61,634.0,2.0,1,2,4,Khach hang trung binh
13544.0,781.7,40.0,6.0,4,4,3,Khach hang trung binh
13545.0,337.64,391.0,2.0,2,2,2,Da roi bo / Khong con hoat dong
13546.0,1086.24,12.0,5.0,5,4,3,Khach hang trung binh
13547.0,167.08,408.0,1.0,2,1,1,Da roi bo / Khong con hoat dong
13548.0,901.44,96.0,3.0,3,3,3,Khach hang trung binh
13549.0,1003.72,26.0,8.0,4,4,3,Khach hang trung binh
13550.0,342.55,383.0,1.0,2,1,2,Da roi bo / Khong con hoat dong
13551.0,244.2,319.0,2.0,2,2,1,Da roi bo / Khong con hoat dong
13552.0,6588.63,66.0,22.0,3,5,5,Khach hang trung binh
13553.0,499.6,675.0,1.0,1,1,2,Da roi bo / Khong con hoat dong
13554.0,1547.46,380.0,7.0,2,4,4,"Co nguy co roi bo (tung tot, lau khong quay lai)"
13555.0,8798.99,74.0,13.0,3,5,5,Khach hang trung binh
13556.0,200.82,429.0,2.0,1,2,1,Da roi bo / Khong con hoat dong
13557.0,2980.08,28.0,13.0,4,5,5,VIP / Khach hang trung thanh
13558.0,594.52,6.0,4.0,5,3,3,Khach hang trung binh
13559.0,990.0,513.0,2.0,1,2,3,Khach hang trung binh
13560.0,171.42000000000002,7.0,1.0,5,1,1,Khach hang moi
13561.0,1803.4,216.0,11.0,2,5,4,"Co nguy co roi bo (tung tot, lau khong quay lai)"
13562.0,4838.18,82.0,8.0,3,4,5,Khach hang trung binh
13563.0,777.53,84.0,2.0,3,2,3,Khach hang trung binh
13564.0,15036.14,144.0,37.0,3,5,5,Khach hang trung binh
13565.0,414.8,19.0,3.0,5,3,2,Khach hang trung binh
13566.0,1688.6,41.0,5.0,4,4,4,VIP / Khach hang trung thanh
13567.0,1074.19,428.0,4.0,1,3,3,Khach hang trung binh
13568.0,187.05,173.0,1.0,3,1,1,Khach hang trung binh
13569.0,726.54,17.0,4.0,5,3,3,Khach hang trung binh
13570.0,239.49,243.0,1.0,2,1,1,Da roi bo / Khong con hoat dong
13571.0,4537.26,13.0,26.0,5,5,5,VIP / Khach hang trung thanh
13572.0,1384.25,206.0,1.0,2,1,4,Khach hang trung binh
13573.0,904.52,50.0,6.0,4,4,3,Khach hang trung binh
13574.0,404.45,411.0,1.0,1,1,2,Da roi bo / Khong con hoat dong
13575.0,732.0699999999999,23.0,5.0,4,4,3,Khach hang trung binh
13576.0,11167.0,10.0,28.0,5,5,5,VIP / Khach hang trung thanh
13577.0,3346.62,25.0,11.0,4,5,5,VIP / Khach hang trung thanh
13578.0,147.66,409.0,1.0,2,1,1,Da roi bo / Khong con hoat dong
13579.0,1371.14,15.0,5.0,5,4,4,VIP / Khach hang trung thanh
13580.0,107.75,406.0,1.0,2,1,1,Da roi bo / Khong con hoat dong
13581.0,280.53000000000003,309.0,2.0,2,2,2,Da roi bo / Khong con hoat dong
13582.0,241.68,390.0,2.0,2,2,1,Da roi bo / Khong con hoat dong
13583.0,1445.031,156.0,2.0,3,2,4,Khach hang trung binh
13584.0,340.4,307.0,3.0,2,3,2,Khach hang trung binh
13585.0,674.46,531.0,3.0,1,3,3,Khach hang trung binh
13586.0,127.28,541.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
13587.0,1308.1,64.0,4.0,3,3,4,Khach hang trung binh
13588.0,2445.12,16.0,9.0,5,5,4,VIP / Khach hang trung thanh
13589.0,1120.74,15.0,6.0,5,4,3,Khach hang trung binh
13590.0,6284.74,11.0,18.0,5,5,5,VIP / Khach hang trung thanh
13591.0,2081.19,65.0,7.0,3,4,4,Khach hang trung binh
13592.0,247.96,36.0,4.0,4,3,1,Khach hang trung binh
13593.0,5444.81,108.0,14.0,3,5,5,Khach hang trung binh
13594.0,508.42,53.0,2.0,4,2,2,Khach hang moi
13595.0,784.48,517.0,3.0,1,3,3,Khach hang trung binh
13596.0,664.11,6.0,2.0,5,2,3,Khach hang moi
13597.0,372.21,400.0,2.0,2,2,2,Da roi bo / Khong con hoat dong
13598.0,749.21,47.0,5.0,4,4,3,Khach hang trung binh
13599.0,9433.75,1.0,33.0,5,5,5,VIP / Khach hang trung thanh
13600.0,518.42,312.0,2.0,2,2,2,Da roi bo / Khong con hoat dong
13601.0,1159.99,45.0,4.0,4,3,3,Khach hang trung binh
13602.0,1025.17,65.0,4.0,3,3,3,Khach hang trung binh
13603.0,164.34,26.0,1.0,4,1,1,Khach hang moi
13604.0,713.39,659.0,1.0,1,1,3,Khach hang trung binh
13605.0,522.67,387.0,2.0,2,2,2,Da roi bo / Khong con hoat dong
13606.0,276.75,29.0,3.0,4,3,2,Khach hang trung binh
13607.0,1058.11,40.0,2.0,4,2,3,Khach hang moi
13608.0,232.05,541.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
13609.0,167.35,593.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
13610.0,2071.96,12.0,14.0,5,5,4,VIP / Khach hang trung thanh
13611.0,3259.4300000000003,89.0,10.0,3,5,5,Khach hang trung binh
13612.0,777.79,633.0,1.0,1,1,3,Khach hang trung binh
13613.0,1039.85,453.0,5.0,1,4,3,Khach hang trung binh
13614.0,2332.74,24.0,6.0,4,4,4,VIP / Khach hang trung thanh
13615.0,6212.2300000000005,319.0,8.0,2,4,5,"Co nguy co roi bo (tung tot, lau khong quay lai)"
13616.0,283.85,568.0,2.0,1,2,2,Da roi bo / Khong con hoat dong
13617.0,1263.8,40.0,8.0,4,4,4,VIP / Khach hang trung thanh
13618.0,177.34,174.0,1.0,3,1,1,Khach hang trung binh
13619.0,224.94,545.0,2.0,1,2,1,Da roi bo / Khong con hoat dong
13620.0,112.34,528.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
13621.0,213.85,117.0,1.0,3,1,1,Khach hang trung binh
13622.0,651.45,696.0,1.0,1,1,3,Khach hang trung binh
13623.0,2412.93,31.0,10.0,4,5,4,VIP / Khach hang trung thanh
13624.0,427.18,388.0,1.0,2,1,2,Da roi bo / Khong con hoat dong
13625.0,301.26,597.0,1.0,1,1,2,Da roi bo / Khong con hoat dong
13626.0,689.49,253.0,2.0,2,2,3,Khach hang trung binh
13627.0,2217.55,59.0,7.0,4,4,4,VIP / Khach hang trung thanh
13628.0,310.14,676.0,1.0,1,1,2,Da roi bo / Khong con hoat dong
13629.0,13370.86,23.0,19.0,4,5,5,VIP / Khach hang trung thanh
13630.0,1995.68,5.0,7.0,5,4,4,VIP / Khach hang trung thanh
13631.0,3021.77,100.0,11.0,3,5,5,Khach hang trung binh
13632.0,3632.36,25.0,8.0,4,4,5,VIP / Khach hang trung thanh
13634.0,4479.85,33.0,16.0,4,5,5,VIP / Khach hang trung thanh
13635.0,2948.22,68.0,4.0,3,3,5,Khach hang trung binh
13636.0,941.62,37.0,5.0,4,4,3,Khach hang trung binh
13637.0,804.3,52.0,3.0,4,3,3,Khach hang trung binh
13638.0,122.64,16.0,1.0,5,1,1,Khach hang moi
13639.0,1346.27,74.0,2.0,3,2,4,Khach hang trung binh
13640.0,405.0,611.0,1.0,1,1,2,Da roi bo / Khong con hoat dong
13641.0,921.82,641.0,5.0,1,4,3,Khach hang trung binh
13642.0,459.45,216.0,4.0,2,3,2,Khach hang trung binh
13643.0,2112.17,31.0,10.0,4,5,4,VIP / Khach hang trung thanh
13644.0,2597.52,16.0,4.0,5,3,4,Khach hang trung binh
13645.0,252.1,120.0,1.0,3,1,1,Khach hang trung binh
13646.0,323.3,400.0,2.0,2,2,2,Da roi bo / Khong con hoat dong
13647.0,3033.78,10.0,8.0,5,4,5,VIP / Khach hang trung thanh
13648.0,1679.01,400.0,8.0,2,4,4,"Co nguy co roi bo (tung tot, lau khong quay lai)"
13649.0,1453.68,257.0,6.0,2,4,4,"Co nguy co roi bo (tung tot, lau khong quay lai)"
13650.0,3098.5,17.0,10.0,5,5,5,VIP / Khach hang trung thanh
13651.0,208.95,35.0,3.0,4,3,1,Khach hang trung binh
13652.0,2262.05,46.0,5.0,4,4,4,VIP / Khach hang trung thanh
13653.0,152.2,488.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
13654.0,6308.0,43.0,11.0,4,5,5,VIP / Khach hang trung thanh
13655.0,2259.3,114.0,6.0,3,4,4,Khach hang trung binh
13656.0,1053.35,165.0,4.0,3,3,3,Khach hang trung binh
13657.0,382.14,11.0,2.0,5,2,2,Khach hang moi
13658.0,5772.07,10.0,9.0,5,5,5,VIP / Khach hang trung thanh
13659.0,4706.43,206.0,12.0,2,5,5,"Co nguy co roi bo (tung tot, lau khong quay lai)"
13660.0,295.74,400.0,1.0,2,1,2,Da roi bo / Khong con hoat dong
13661.0,325.24,603.0,1.0,1,1,2,Da roi bo / Khong con hoat dong
13662.0,2166.63,86.0,11.0,3,5,4,Khach hang trung binh
13663.0,2013.61,179.0,5.0,3,4,4,Khach hang trung binh
13665.0,1711.66,386.0,3.0,2,3,4,Khach hang trung binh
13666.0,127.9,60.0,5.0,3,4,1,Khach hang trung binh
13667.0,299.05,149.0,1.0,3,1,2,Khach hang trung binh
13668.0,12607.68,3.0,35.0,5,5,5,VIP / Khach hang trung thanh
13669.0,413.55,51.0,3.0,4,3,2,Khach hang trung binh
13670.0,349.7,75.0,1.0,3,1,2,Khach hang trung binh
13671.0,172.6,395.0,1.0,2,1,1,Da roi bo / Khong con hoat dong
13672.0,162.07000000000002,301.0,3.0,2,3,1,Khach hang trung binh
13673.0,387.44,19.0,2.0,5,2,2,Khach hang moi
13674.0,215.88,433.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
13675.0,486.8200000000001,151.0,2.0,3,2,2,Khach hang trung binh
13676.0,153.15,539.0,2.0,1,2,1,Da roi bo / Khong con hoat dong
13677.0,551.24,405.0,2.0,2,2,2,Da roi bo / Khong con hoat dong
13678.0,232.6,152.0,1.0,3,1,1,Khach hang trung binh
13679.0,281.26,494.0,3.0,1,3,2,Khach hang trung binh
13680.0,9899.56,1.0,12.0,5,5,5,VIP / Khach hang trung thanh
13681.0,827.83,18.0,4.0,5,3,3,Khach hang trung binh
13682.0,59.5,187.0,1.0,3,1,1,Khach hang trung binh
13683.0,258.6,458.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
13684.0,544.42,286.0,4.0,2,3,2,Khach hang trung binh
13685.0,3119.44,3.0,7.0,5,4,5,VIP / Khach hang trung thanh
13686.0,409.04,183.0,3.0,3,3,2,Khach hang trung binh
13687.0,11880.84,438.0,1.0,1,1,5,Khach hang trung binh
13688.0,375.5,635.0,1.0,1,1,2,Da roi bo / Khong con hoat dong
13689.0,1259.5,63.0,2.0,3,2,4,Khach hang trung binh
13690.0,172.25,59.0,1.0,4,1,1,Khach hang moi
13691.0,212.78,396.0,1.0,2,1,1,Da roi bo / Khong con hoat dong
13692.0,3016.4500000000003,25.0,5.0,4,4,5,VIP / Khach hang trung thanh
13693.0,1948.32,374.0,9.0,2,5,4,"Co nguy co roi bo (tung tot, lau khong quay lai)"
13694.0,190020.84,4.0,143.0,5,5,5,VIP / Khach hang trung thanh
13695.0,2770.73,31.0,16.0,4,5,4,VIP / Khach hang trung thanh
13696.0,2008.7,422.0,3.0,1,3,4,Khach hang trung binh
13697.0,151.29999999999998,39.0,1.0,4,1,1,Khach hang moi
13698.0,451.73,597.0,2.0,1,2,2,Da roi bo / Khong con hoat dong
13699.0,711.4,155.0,2.0,3,2,3,Khach hang trung binh
13700.0,2569.7200000000003,26.0,13.0,4,5,4,VIP / Khach hang trung thanh
13701.0,159.55,447.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
13702.0,135.18,446.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
13703.0,99.5,318.0,2.0,2,2,1,Da roi bo / Khong con hoat dong
13704.0,2295.31,5.0,9.0,5,5,4,VIP / Khach hang trung thanh
13705.0,1717.19,8.0,7.0,5,4,4,VIP / Khach hang trung thanh
13706.0,631.17,303.0,2.0,2,2,3,Khach hang trung binh
13707.0,3365.86,267.0,5.0,2,4,5,"Co nguy co roi bo (tung tot, lau khong quay lai)"
13708.0,285.33,271.0,1.0,2,1,2,Da roi bo / Khong con hoat dong
13709.0,7492.41,4.0,18.0,5,5,5,VIP / Khach hang trung thanh
13710.0,509.52,32.0,3.0,4,3,2,Khach hang trung binh
13711.0,1632.61,219.0,9.0,2,5,4,"Co nguy co roi bo (tung tot, lau khong quay lai)"
13712.0,766.42,247.0,2.0,2,2,3,Khach hang trung binh
13713.0,740.76,408.0,3.0,2,3,3,Khach hang trung binh
13714.0,161.35,465.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
13715.0,8108.09,281.0,17.0,2,5,5,"Co nguy co roi bo (tung tot, lau khong quay lai)"
13716.0,138.28,269.0,1.0,2,1,1,Da roi bo / Khong con hoat dong
13717.0,1748.05,32.0,8.0,4,4,4,VIP / Khach hang trung thanh
13718.0,306.55,246.0,2.0,2,2,2,Da roi bo / Khong con hoat dong
13719.0,2783.08,15.0,11.0,5,5,4,VIP / Khach hang trung thanh
13720.0,799.9,117.0,4.0,3,3,3,Khach hang trung binh
13721.0,741.54,36.0,2.0,4,2,3,Khach hang moi
13722.0,5629.16,132.0,10.0,3,5,5,Khach hang trung binh
13723.0,1194.08,217.0,6.0,2,4,4,"Co nguy co roi bo (tung tot, lau khong quay lai)"
13724.0,213.01,637.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
13725.0,1809.81,50.0,8.0,4,4,4,VIP / Khach hang trung thanh
13726.0,1079.66,39.0,2.0,4,2,3,Khach hang moi
13727.0,1061.4,29.0,8.0,4,4,3,Khach hang trung binh
13728.0,2855.17,37.0,16.0,4,5,5,VIP / Khach hang trung thanh
13729.0,676.4300000000001,436.0,3.0,1,3,3,Khach hang trung binh
13730.0,752.6,136.0,2.0,3,2,3,Khach hang trung binh
13731.0,610.59,219.0,2.0,2,2,3,Khach hang trung binh
13732.0,491.86,28.0,1.0,4,1,2,Khach hang moi
13733.0,484.53,411.0,2.0,1,2,2,Da roi bo / Khong con hoat dong
13734.0,3445.34,509.0,4.0,1,3,5,Khach hang trung binh
13735.0,9422.36,25.0,13.0,4,5,5,VIP / Khach hang trung thanh
13736.0,2701.27,5.0,7.0,5,4,4,VIP / Khach hang trung thanh
13737.0,339.6,200.0,1.0,2,1,2,Da roi bo / Khong con hoat dong
13738.0,434.78,396.0,1.0,2,1,2,Da roi bo / Khong con hoat dong
13739.0,292.2,18.0,2.0,5,2,2,Khach hang moi
13740.0,1582.77,241.0,5.0,2,4,4,"Co nguy co roi bo (tung tot, lau khong quay lai)"
13741.0,666.33,72.0,3.0,3,3,3,Khach hang trung binh
13742.0,3079.27,17.0,12.0,5,5,5,VIP / Khach hang trung thanh
13743.0,1340.15,3.0,7.0,5,4,4,VIP / Khach hang trung thanh
13744.0,1080.52,95.0,2.0,3,2,3,Khach hang trung binh
13745.0,761.27,162.0,2.0,3,2,3,Khach hang trung binh
13746.0,176.69,414.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
13747.0,169.79999999999998,374.0,2.0,2,2,1,Da roi bo / Khong con hoat dong
13748.0,2064.35,96.0,9.0,3,5,4,Khach hang trung binh
13750.0,3563.6,54.0,11.0,4,5,5,VIP / Khach hang trung thanh
13751.0,296.25,288.0,1.0,2,1,2,Da roi bo / Khong con hoat dong
13752.0,1579.8300000000002,124.0,7.0,3,4,4,Khach hang trung binh
13753.0,2094.57,288.0,4.0,2,3,4,Khach hang trung binh
13754.0,447.05,152.0,3.0,3,3,2,Khach hang trung binh
13755.0,2101.39,4.0,9.0,5,5,4,VIP / Khach hang trung thanh
13756.0,8595.65,2.0,23.0,5,5,5,VIP / Khach hang trung thanh
13757.0,195.55,675.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
13758.0,8544.29,12.0,15.0,5,5,5,VIP / Khach hang trung thanh
13759.0,659.4100000000001,33.0,2.0,4,2,3,Khach hang moi
13760.0,1358.64,54.0,5.0,4,4,4,VIP / Khach hang trung thanh
13761.0,1952.17,50.0,6.0,4,4,4,VIP / Khach hang trung thanh
13762.0,2165.76,219.0,5.0,2,4,4,"Co nguy co roi bo (tung tot, lau khong quay lai)"
13763.0,5181.99,63.0,3.0,3,3,5,Khach hang trung binh
13764.0,2919.62,71.0,6.0,3,4,5,Khach hang trung binh
13765.0,352.821,653.0,1.0,1,1,2,Da roi bo / Khong con hoat dong
13766.0,190.35,495.0,1.0,1,1,1,Da roi bo / Khong con hoat dong
13767.0,33480.82,2.0,73.0,5,5,5,VIP / Khach hang trung thanh
13768.0,758.07,727.0,2.0,1,2,3,Khach hang trung binh
13769.0,5444.33,2.0,20.0,5,5,5,VIP / Khach hang trung thanh
13770.0,785.37,422.0,4.0,1,3,3,Khach hang trung binh
13771.0,5726.07,64.0,9.0,3,5,5,Khach hang trung binh
13772.0,3080.52,34.0,8.0,4,4,5,VIP / Khach hang trung thanh
13773.0,301.54,397.0,2.0,2,2,2,Da roi bo / Khong con hoat dong
13774.0,345.0,82.0,1.0,3,1,2,Khach hang trung binh
13775.0,1049.66,591.0,1.0,1,1,3,Khach hang trung binh
13777.0,49218.41,1.0,61.0,5,5,5,VIP / Khach hang trung thanh
13778.0,1116.54,103.0,4.0,3,3,3,Khach hang trung binh
